marmoset,rhesus,gorilla,chimp,human
DSTYK,DSTYK,DSTYK,DSTYK,DSTYK
DTD1,DTD1,DTD1,DTD1,DTD1
DTD2,DTD2,DTD2,DTD2,DTD2
DTHD1,DTHD1,DTHD1,DTHD1,DTHD1
DTL,DTL,DTL,DTL,DTL
DTNA,DTNA,DTNA,DTNA,DTNA
DTNB,DTNB,DTNB,DTNB,DTNB
DTNBP1,DTNBP1,DTNBP1,DTNBP1,DTNBP1
DTWD1,DTWD1,DTWD1,DTWD1,DTWD1
DTWD2,DTWD2,DTWD2,DTWD2,DTWD2
DTX1,DTX1,DTX1,DTX1,DTX1
DTX2,DTX2,DTX2,DTX2,DTX2
DTX3,DTX3,DTX3,DTX3,DTX3
DTX3L,DTX3L,DTX3L,DTX3L,DTX3L
DTX4,DTX4,DTX4,DTX4,DTX4
DTYMK,DTYMK,DTYMK,DTYMK,DTYMK
DUOX1,DUOX1,DUOX1,DUOX1,DUOX1
DUOX2,DUOX2,DUOX2,DUOX2,DUOX2
DUOXA2,DUOXA2,DUOXA2,DUOXA2,DUOXA2
DUPD1,DUPD1,DUPD1,DUPD1,DUPD1
DUS1L,DUS1L,DUS1L,DUS1L,DUS1L
DUS4L,DUS4L,DUS4L,DUS4L,DUS4L
DUSP1,DUSP1,DUSP1,DUSP1,DUSP1
DUSP10,DUSP10,DUSP10,DUSP10,DUSP10
DUSP12,DUSP12,DUSP12,DUSP12,DUSP12
DUSP14,DUSP14,DUSP14,DUSP14,DUSP14
DUSP15,DUSP15,DUSP15,DUSP15,DUSP15
DUSP16,DUSP16,DUSP16,DUSP16,DUSP16
DUSP18,DUSP18,DUSP18,DUSP18,DUSP18
DUSP19,DUSP19,DUSP19,DUSP19,DUSP19
DUSP2,DUSP2,DUSP2,DUSP2,DUSP2
DUSP22,DUSP22,DUSP22,DUSP22,DUSP22
DUSP23,DUSP23,DUSP23,DUSP23,DUSP23
DUSP26,DUSP26,DUSP26,DUSP26,DUSP26
DUSP27,DUSP27,DUSP27,DUSP27,DUSP27
DUSP28,DUSP28,DUSP28,DUSP28,DUSP28
DUSP3,DUSP3,DUSP3,DUSP3,DUSP3
DUSP4,DUSP4,DUSP4,DUSP4,DUSP4
DUSP5,DUSP5,DUSP5,DUSP5,DUSP5
DUSP6,DUSP6,DUSP6,DUSP6,DUSP6
DUSP7,DUSP7,DUSP7,DUSP7,DUSP7
DUSP8,DUSP8,DUSP8,DUSP8,DUSP8
DUSP9,DUSP9,DUSP9,DUSP9,DUSP9
DUT,DUT,DUT,DUT,DUT
DUXA,DUXA,DUXA,DUXA,DUXA
DVL1,DVL1,DVL1,DVL1,DVL1
DVL2,DVL2,DVL2,DVL2,DVL2
DVL3,DVL3,DVL3,DVL3,DVL3
DXO,DXO,DXO,DXO,DXO
DYDC1,DYDC1,DYDC1,DYDC1,DYDC1
DYDC2,DYDC2,DYDC2,DYDC2,DYDC2
DYM,DYM,DYM,DYM,DYM
DYNC1H1,DYNC1H1,DYNC1H1,DYNC1H1,DYNC1H1
DYNC1I1,DYNC1I1,DYNC1I1,DYNC1I1,DYNC1I1
DYNC1I2,DYNC1I2,DYNC1I2,DYNC1I2,DYNC1I2
DYNC1LI1,DYNC1LI1,DYNC1LI1,DYNC1LI1,DYNC1LI1
DYNC2H1,DYNC2H1,DYNC2H1,DYNC2H1,DYNC2H1
DYNC2LI1,DYNC2LI1,DYNC2LI1,DYNC2LI1,DYNC2LI1
DYNLL1,DYNLL1,DYNLL1,DYNLL1,DYNLL1
DYNLL2,DYNLL2,DYNLL2,DYNLL2,DYNLL2
DYNLRB1,DYNLRB1,DYNLRB1,DYNLRB1,DYNLRB1
DYNLT1,DYNLT1,DYNLT1,DYNLT1,DYNLT1
DYNLT3,DYNLT3,DYNLT3,DYNLT3,DYNLT3
DYRK1A,DYRK1A,DYRK1A,DYRK1A,DYRK1A
DYRK1B,DYRK1B,DYRK1B,DYRK1B,DYRK1B
DYRK2,DYRK2,DYRK2,DYRK2,DYRK2
DYRK3,DYRK3,DYRK3,DYRK3,DYRK3
DYRK4,DYRK4,DYRK4,DYRK4,DYRK4
DYSF,DYSF,DYSF,DYSF,DYSF
DYTN,DYTN,DYTN,DYTN,DYTN
DZANK1,DZANK1,DZANK1,DZANK1,DZANK1
DZIP1,DZIP1,DZIP1,DZIP1,DZIP1
DZIP1L,DZIP1L,DZIP1L,DZIP1L,DZIP1L
DZIP3,DZIP3,DZIP3,DZIP3,DZIP3
E2F1,E2F1,E2F1,E2F1,E2F1
E2F2,E2F2,E2F2,E2F2,E2F2
E2F3,E2F3,E2F3,E2F3,E2F3
E2F5,E2F5,E2F5,E2F5,E2F5
E2F6,E2F6,E2F6,E2F6,E2F6
E2F7,E2F7,E2F7,E2F7,E2F7
E2F8,E2F8,E2F8,E2F8,E2F8
EAF1,EAF1,EAF1,EAF1,EAF1
EAF2,EAF2,EAF2,EAF2,EAF2
EAPP,EAPP,EAPP,EAPP,EAPP
EBAG9,EBAG9,EBAG9,EBAG9,EBAG9
EBF1,EBF1,EBF1,EBF1,EBF1
EBF2,EBF2,EBF2,EBF2,EBF2
EBF3,EBF3,EBF3,EBF3,EBF3
EBF4,EBF4,EBF4,EBF4,EBF4
EBNA1BP2,EBNA1BP2,EBNA1BP2,EBNA1BP2,EBNA1BP2
EBP,EBP,EBP,EBP,EBP
EBPL,EBPL,EBPL,EBPL,EBPL
ECD,ECD,ECD,ECD,ECD
ECE1,ECE1,ECE1,ECE1,ECE1
ECH1,ECH1,ECH1,ECH1,ECH1
ECHDC1,ECHDC1,ECHDC1,ECHDC1,ECHDC1
ECHDC2,ECHDC2,ECHDC2,ECHDC2,ECHDC2
ECHDC3,ECHDC3,ECHDC3,ECHDC3,ECHDC3
ECHS1,ECHS1,ECHS1,ECHS1,ECHS1
ECI2,ECI2,ECI2,ECI2,ECI2
ECM1,ECM1,ECM1,ECM1,ECM1
ECM2,ECM2,ECM2,ECM2,ECM2
ECSIT,ECSIT,ECSIT,ECSIT,ECSIT
ECT2,ECT2,ECT2,ECT2,ECT2
ECT2L,ECT2L,ECT2L,ECT2L,ECT2L
EDA,EDA,EDA,EDA,EDA
EDA2R,EDA2R,EDA2R,EDA2R,EDA2R
EDAR,EDAR,EDAR,EDAR,EDAR
EDARADD,EDARADD,EDARADD,EDARADD,EDARADD
EDC3,EDC3,EDC3,EDC3,EDC3
EDDM3A,EDDM3A,EDDM3A,EDDM3A,EDDM3A
EDEM1,EDEM1,EDEM1,EDEM1,EDEM1
EDEM2,EDEM2,EDEM2,EDEM2,EDEM2
EDEM3,EDEM3,EDEM3,EDEM3,EDEM3
EDF1,EDF1,EDF1,EDF1,EDF1
EDIL3,EDIL3,EDIL3,EDIL3,EDIL3
EDN1,EDN1,EDN1,EDN1,EDN1
EDN2,EDN2,EDN2,EDN2,EDN2
EDN3,EDN3,EDN3,EDN3,EDN3
EDNRA,EDNRA,EDNRA,EDNRA,EDNRA
EDNRB,EDNRB,EDNRB,EDNRB,EDNRB
EDRF1,EDRF1,EDRF1,EDRF1,EDRF1
EEA1,EEA1,EEA1,EEA1,EEA1
EED,EED,EED,EED,EED
EEF1A1,EEF1A1,EEF1A1,EEF1A1,EEF1A1
EEF1A2,EEF1A2,EEF1A2,EEF1A2,EEF1A2
EEF1B2,EEF1B2,EEF1B2,EEF1B2,EEF1B2
EEF1D,EEF1D,EEF1D,EEF1D,EEF1D
EEF1E1,EEF1E1,EEF1E1,EEF1E1,EEF1E1
EEF1G,EEF1G,EEF1G,EEF1G,EEF1G
EEF2,EEF2,EEF2,EEF2,EEF2
EEFSEC,EEFSEC,EEFSEC,EEFSEC,EEFSEC
EEPD1,EEPD1,EEPD1,EEPD1,EEPD1
EFCAB1,EFCAB1,EFCAB1,EFCAB1,EFCAB1
EFCAB11,EFCAB11,EFCAB11,EFCAB11,EFCAB11
EFCAB12,EFCAB12,EFCAB12,EFCAB12,EFCAB12
EFCAB14,EFCAB14,EFCAB14,EFCAB14,EFCAB14
EFCAB2,EFCAB2,EFCAB2,EFCAB2,EFCAB2
EFCAB5,EFCAB5,EFCAB5,EFCAB5,EFCAB5
EFCAB6,EFCAB6,EFCAB6,EFCAB6,EFCAB6
EFCAB7,EFCAB7,EFCAB7,EFCAB7,EFCAB7
EFCAB8,EFCAB8,EFCAB8,EFCAB8,EFCAB8
EFCAB9,EFCAB9,EFCAB9,EFCAB9,EFCAB9
EFCC1,EFCC1,EFCC1,EFCC1,EFCC1
EFEMP1,EFEMP1,EFEMP1,EFEMP1,EFEMP1
EFEMP2,EFEMP2,EFEMP2,EFEMP2,EFEMP2
EFHB,EFHB,EFHB,EFHB,EFHB
EFHC1,EFHC1,EFHC1,EFHC1,EFHC1
EFHC2,EFHC2,EFHC2,EFHC2,EFHC2
EFHD1,EFHD1,EFHD1,EFHD1,EFHD1
EFHD2,EFHD2,EFHD2,EFHD2,EFHD2
EFNA1,EFNA1,EFNA1,EFNA1,EFNA1
EFNA2,EFNA2,EFNA2,EFNA2,EFNA2
EFNA3,EFNA3,EFNA3,EFNA3,EFNA3
EFNA4,EFNA4,EFNA4,EFNA4,EFNA4
EFNA5,EFNA5,EFNA5,EFNA5,EFNA5
EFNB1,EFNB1,EFNB1,EFNB1,EFNB1
EFNB2,EFNB2,EFNB2,EFNB2,EFNB2
EFNB3,EFNB3,EFNB3,EFNB3,EFNB3
EFR3A,EFR3A,EFR3A,EFR3A,EFR3A
EFR3B,EFR3B,EFR3B,EFR3B,EFR3B
EFS,EFS,EFS,EFS,EFS
EFTUD2,EFTUD2,EFTUD2,EFTUD2,EFTUD2
EGF,EGF,EGF,EGF,EGF
EGFL6,EGFL6,EGFL6,EGFL6,EGFL6
EGFL7,EGFL7,EGFL7,EGFL7,EGFL7
EGFL8,EGFL8,EGFL8,EGFL8,EGFL8
EGFLAM,EGFLAM,EGFLAM,EGFLAM,EGFLAM
EGFR,EGFR,EGFR,EGFR,EGFR
EGLN1,EGLN1,EGLN1,EGLN1,EGLN1
EGLN2,EGLN2,EGLN2,EGLN2,EGLN2
EGLN3,EGLN3,EGLN3,EGLN3,EGLN3
EGR1,EGR1,EGR1,EGR1,EGR1
EGR2,EGR2,EGR2,EGR2,EGR2
EGR3,EGR3,EGR3,EGR3,EGR3
EGR4,EGR4,EGR4,EGR4,EGR4
EHBP1,EHBP1,EHBP1,EHBP1,EHBP1
EHBP1L1,EHBP1L1,EHBP1L1,EHBP1L1,EHBP1L1
EHD1,EHD1,EHD1,EHD1,EHD1
EHD2,EHD2,EHD2,EHD2,EHD2
EHD3,EHD3,EHD3,EHD3,EHD3
EHD4,EHD4,EHD4,EHD4,EHD4
EHF,EHF,EHF,EHF,EHF
EHHADH,EHHADH,EHHADH,EHHADH,EHHADH
EHMT1,EHMT1,EHMT1,EHMT1,EHMT1
EHMT2,EHMT2,EHMT2,EHMT2,EHMT2
EI24,EI24,EI24,EI24,EI24
EID1,EID1,EID1,EID1,EID1
EID2,EID2,EID2,EID2,EID2
EID2B,EID2B,EID2B,EID2B,EID2B
EIF1,EIF1,EIF1,EIF1,EIF1
EIF1AD,EIF1AD,EIF1AD,EIF1AD,EIF1AD
EIF1AX,EIF1AX,EIF1AX,EIF1AX,EIF1AX
EIF1AY,EIF1AY,EIF1AY,EIF1AY,EIF1AY
EIF1B,EIF1B,EIF1B,EIF1B,EIF1B
EIF2A,EIF2A,EIF2A,EIF2A,EIF2A
EIF2AK1,EIF2AK1,EIF2AK1,EIF2AK1,EIF2AK1
EIF2AK2,EIF2AK2,EIF2AK2,EIF2AK2,EIF2AK2
EIF2AK3,EIF2AK3,EIF2AK3,EIF2AK3,EIF2AK3
EIF2AK4,EIF2AK4,EIF2AK4,EIF2AK4,EIF2AK4
EIF2B1,EIF2B1,EIF2B1,EIF2B1,EIF2B1
EIF2B2,EIF2B2,EIF2B2,EIF2B2,EIF2B2
EIF2B3,EIF2B3,EIF2B3,EIF2B3,EIF2B3
EIF2B4,EIF2B4,EIF2B4,EIF2B4,EIF2B4
EIF2B5,EIF2B5,EIF2B5,EIF2B5,EIF2B5
EIF2D,EIF2D,EIF2D,EIF2D,EIF2D
EIF2S1,EIF2S1,EIF2S1,EIF2S1,EIF2S1
EIF2S2,EIF2S2,EIF2S2,EIF2S2,EIF2S2
EIF2S3,EIF2S3,EIF2S3,EIF2S3,EIF2S3
EIF3A,EIF3A,EIF3A,EIF3A,EIF3A
EIF3B,EIF3B,EIF3B,EIF3B,EIF3B
EIF3D,EIF3D,EIF3D,EIF3D,EIF3D
EIF3E,EIF3E,EIF3E,EIF3E,EIF3E
EIF3F,EIF3F,EIF3F,EIF3F,EIF3F
EIF3G,EIF3G,EIF3G,EIF3G,EIF3G
EIF3H,EIF3H,EIF3H,EIF3H,EIF3H
EIF3I,EIF3I,EIF3I,EIF3I,EIF3I
EIF3J,EIF3J,EIF3J,EIF3J,EIF3J
EIF3K,EIF3K,EIF3K,EIF3K,EIF3K
EIF3L,EIF3L,EIF3L,EIF3L,EIF3L
EIF3M,EIF3M,EIF3M,EIF3M,EIF3M
EIF4A2,EIF4A2,EIF4A2,EIF4A2,EIF4A2
EIF4A3,EIF4A3,EIF4A3,EIF4A3,EIF4A3
EIF4B,EIF4B,EIF4B,EIF4B,EIF4B
EIF4E,EIF4E,EIF4E,EIF4E,EIF4E
EIF4E1B,EIF4E1B,EIF4E1B,EIF4E1B,EIF4E1B
EIF4E2,EIF4E2,EIF4E2,EIF4E2,EIF4E2
EIF4E3,EIF4E3,EIF4E3,EIF4E3,EIF4E3
EIF4EBP1,EIF4EBP1,EIF4EBP1,EIF4EBP1,EIF4EBP1
EIF4EBP2,EIF4EBP2,EIF4EBP2,EIF4EBP2,EIF4EBP2
EIF4EBP3,EIF4EBP3,EIF4EBP3,EIF4EBP3,EIF4EBP3
EIF4ENIF1,EIF4ENIF1,EIF4ENIF1,EIF4ENIF1,EIF4ENIF1
EIF4G1,EIF4G1,EIF4G1,EIF4G1,EIF4G1
EIF4G2,EIF4G2,EIF4G2,EIF4G2,EIF4G2
EIF4G3,EIF4G3,EIF4G3,EIF4G3,EIF4G3
EIF4H,EIF4H,EIF4H,EIF4H,EIF4H
EIF5,EIF5,EIF5,EIF5,EIF5
EIF5A,EIF5A,EIF5A,EIF5A,EIF5A
EIF5A2,EIF5A2,EIF5A2,EIF5A2,EIF5A2
EIF5B,EIF5B,EIF5B,EIF5B,EIF5B
EIF6,EIF6,EIF6,EIF6,EIF6
ELAC1,ELAC1,ELAC1,ELAC1,ELAC1
ELAC2,ELAC2,ELAC2,ELAC2,ELAC2
ELAVL2,ELAVL2,ELAVL2,ELAVL2,ELAVL2
ELAVL3,ELAVL3,ELAVL3,ELAVL3,ELAVL3
ELAVL4,ELAVL4,ELAVL4,ELAVL4,ELAVL4
ELF1,ELF1,ELF1,ELF1,ELF1
ELF2,ELF2,ELF2,ELF2,ELF2
ELF3,ELF3,ELF3,ELF3,ELF3
ELF4,ELF4,ELF4,ELF4,ELF4
ELF5,ELF5,ELF5,ELF5,ELF5
ELFN1,ELFN1,ELFN1,ELFN1,ELFN1
ELFN2,ELFN2,ELFN2,ELFN2,ELFN2
ELK1,ELK1,ELK1,ELK1,ELK1
ELK3,ELK3,ELK3,ELK3,ELK3
ELK4,ELK4,ELK4,ELK4,ELK4
ELL,ELL,ELL,ELL,ELL
ELL2,ELL2,ELL2,ELL2,ELL2
ELMO1,ELMO1,ELMO1,ELMO1,ELMO1
ELMO2,ELMO2,ELMO2,ELMO2,ELMO2
ELMOD1,ELMOD1,ELMOD1,ELMOD1,ELMOD1
ELMOD2,ELMOD2,ELMOD2,ELMOD2,ELMOD2
ELMOD3,ELMOD3,ELMOD3,ELMOD3,ELMOD3
ELMSAN1,ELMSAN1,ELMSAN1,ELMSAN1,ELMSAN1
ELN,ELN,ELN,ELN,ELN
ELOF1,ELOF1,ELOF1,ELOF1,ELOF1
ELOVL1,ELOVL1,ELOVL1,ELOVL1,ELOVL1
ELOVL2,ELOVL2,ELOVL2,ELOVL2,ELOVL2
ELOVL3,ELOVL3,ELOVL3,ELOVL3,ELOVL3
ELOVL4,ELOVL4,ELOVL4,ELOVL4,ELOVL4
ELOVL5,ELOVL5,ELOVL5,ELOVL5,ELOVL5
ELOVL6,ELOVL6,ELOVL6,ELOVL6,ELOVL6
ELOVL7,ELOVL7,ELOVL7,ELOVL7,ELOVL7
ELP2,ELP2,ELP2,ELP2,ELP2
ELP3,ELP3,ELP3,ELP3,ELP3
ELP4,ELP4,ELP4,ELP4,ELP4
ELP5,ELP5,ELP5,ELP5,ELP5
ELP6,ELP6,ELP6,ELP6,ELP6
ELSPBP1,ELSPBP1,ELSPBP1,ELSPBP1,ELSPBP1
EMB,EMB,EMB,EMB,EMB
EMC1,EMC1,EMC1,EMC1,EMC1
EMC10,EMC10,EMC10,EMC10,EMC10
EMC2,EMC2,EMC2,EMC2,EMC2
EMC3,EMC3,EMC3,EMC3,EMC3
EMC4,EMC4,EMC4,EMC4,EMC4
EMC7,EMC7,EMC7,EMC7,EMC7
EMC9,EMC9,EMC9,EMC9,EMC9
EMCN,EMCN,EMCN,EMCN,EMCN
EMD,EMD,EMD,EMD,EMD
EME1,EME1,EME1,EME1,EME1
EMG1,EMG1,EMG1,EMG1,EMG1
EMID1,EMID1,EMID1,EMID1,EMID1
EMILIN1,EMILIN1,EMILIN1,EMILIN1,EMILIN1
EMILIN2,EMILIN2,EMILIN2,EMILIN2,EMILIN2
EMILIN3,EMILIN3,EMILIN3,EMILIN3,EMILIN3
EML1,EML1,EML1,EML1,EML1
EML2,EML2,EML2,EML2,EML2
EML3,EML3,EML3,EML3,EML3
EML4,EML4,EML4,EML4,EML4
EML5,EML5,EML5,EML5,EML5
EML6,EML6,EML6,EML6,EML6
EMP1,EMP1,EMP1,EMP1,EMP1
EMP3,EMP3,EMP3,EMP3,EMP3
EMX1,EMX1,EMX1,EMX1,EMX1
EMX2,EMX2,EMX2,EMX2,EMX2
ENAH,ENAH,ENAH,ENAH,ENAH
ENAM,ENAM,ENAM,ENAM,ENAM
ENC1,ENC1,ENC1,ENC1,ENC1
ENDOD1,ENDOD1,ENDOD1,ENDOD1,ENDOD1
ENDOG,ENDOG,ENDOG,ENDOG,ENDOG
ENG,ENG,ENG,ENG,ENG
ENGASE,ENGASE,ENGASE,ENGASE,ENGASE
ENHO,ENHO,ENHO,ENHO,ENHO
ENKUR,ENKUR,ENKUR,ENKUR,ENKUR
ENO1,ENO1,ENO1,ENO1,ENO1
ENO2,ENO2,ENO2,ENO2,ENO2
ENO4,ENO4,ENO4,ENO4,ENO4
ENOPH1,ENOPH1,ENOPH1,ENOPH1,ENOPH1
ENOSF1,ENOSF1,ENOSF1,ENOSF1,ENOSF1
ENOX1,ENOX1,ENOX1,ENOX1,ENOX1
ENOX2,ENOX2,ENOX2,ENOX2,ENOX2
ENPEP,ENPEP,ENPEP,ENPEP,ENPEP
ENPP1,ENPP1,ENPP1,ENPP1,ENPP1
ENPP2,ENPP2,ENPP2,ENPP2,ENPP2
ENPP3,ENPP3,ENPP3,ENPP3,ENPP3
ENPP4,ENPP4,ENPP4,ENPP4,ENPP4
ENPP5,ENPP5,ENPP5,ENPP5,ENPP5
ENPP6,ENPP6,ENPP6,ENPP6,ENPP6
ENPP7,ENPP7,ENPP7,ENPP7,ENPP7
ENSA,ENSA,ENSA,ENSA,ENSA
ENTHD1,ENTHD1,ENTHD1,ENTHD1,ENTHD1
ENTPD2,ENTPD2,ENTPD2,ENTPD2,ENTPD2
ENTPD3,ENTPD3,ENTPD3,ENTPD3,ENTPD3
ENTPD4,ENTPD4,ENTPD4,ENTPD4,ENTPD4
ENTPD5,ENTPD5,ENTPD5,ENTPD5,ENTPD5
ENTPD6,ENTPD6,ENTPD6,ENTPD6,ENTPD6
ENTPD7,ENTPD7,ENTPD7,ENTPD7,ENTPD7
ENY2,ENY2,ENY2,ENY2,ENY2
EOGT,EOGT,EOGT,EOGT,EOGT
EP300,EP300,EP300,EP300,EP300
EP400,EP400,EP400,EP400,EP400
EPAS1,EPAS1,EPAS1,EPAS1,EPAS1
EPB41,EPB41,EPB41,EPB41,EPB41
EPB41L1,EPB41L1,EPB41L1,EPB41L1,EPB41L1
EPB41L2,EPB41L2,EPB41L2,EPB41L2,EPB41L2
EPB41L3,EPB41L3,EPB41L3,EPB41L3,EPB41L3
EPB41L4A,EPB41L4A,EPB41L4A,EPB41L4A,EPB41L4A
EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B
EPB41L5,EPB41L5,EPB41L5,EPB41L5,EPB41L5
EPB42,EPB42,EPB42,EPB42,EPB42
EPC1,EPC1,EPC1,EPC1,EPC1
EPC2,EPC2,EPC2,EPC2,EPC2
EPCAM,EPCAM,EPCAM,EPCAM,EPCAM
EPDR1,EPDR1,EPDR1,EPDR1,EPDR1
EPG5,EPG5,EPG5,EPG5,EPG5
EPGN,EPGN,EPGN,EPGN,EPGN
EPHA1,EPHA1,EPHA1,EPHA1,EPHA1
EPHA10,EPHA10,EPHA10,EPHA10,EPHA10
EPHA2,EPHA2,EPHA2,EPHA2,EPHA2
EPHA3,EPHA3,EPHA3,EPHA3,EPHA3
EPHA4,EPHA4,EPHA4,EPHA4,EPHA4
EPHA5,EPHA5,EPHA5,EPHA5,EPHA5
EPHA6,EPHA6,EPHA6,EPHA6,EPHA6
EPHA7,EPHA7,EPHA7,EPHA7,EPHA7
EPHA8,EPHA8,EPHA8,EPHA8,EPHA8
EPHB1,EPHB1,EPHB1,EPHB1,EPHB1
EPHB2,EPHB2,EPHB2,EPHB2,EPHB2
EPHB3,EPHB3,EPHB3,EPHB3,EPHB3
EPHB4,EPHB4,EPHB4,EPHB4,EPHB4
EPHB6,EPHB6,EPHB6,EPHB6,EPHB6
EPHX1,EPHX1,EPHX1,EPHX1,EPHX1
EPHX2,EPHX2,EPHX2,EPHX2,EPHX2
EPHX3,EPHX3,EPHX3,EPHX3,EPHX3
EPHX4,EPHX4,EPHX4,EPHX4,EPHX4
EPM2A,EPM2A,EPM2A,EPM2A,EPM2A
EPM2AIP1,EPM2AIP1,EPM2AIP1,EPM2AIP1,EPM2AIP1
EPN1,EPN1,EPN1,EPN1,EPN1
EPN2,EPN2,EPN2,EPN2,EPN2
EPN3,EPN3,EPN3,EPN3,EPN3
EPOR,EPOR,EPOR,EPOR,EPOR
EPRS,EPRS,EPRS,EPRS,EPRS
EPS15,EPS15,EPS15,EPS15,EPS15
EPS15L1,EPS15L1,EPS15L1,EPS15L1,EPS15L1
EPS8,EPS8,EPS8,EPS8,EPS8
EPS8L1,EPS8L1,EPS8L1,EPS8L1,EPS8L1
EPS8L2,EPS8L2,EPS8L2,EPS8L2,EPS8L2
EPS8L3,EPS8L3,EPS8L3,EPS8L3,EPS8L3
EPSTI1,EPSTI1,EPSTI1,EPSTI1,EPSTI1
EPX,EPX,EPX,EPX,EPX
EPYC,EPYC,EPYC,EPYC,EPYC
EQTN,EQTN,EQTN,EQTN,EQTN
ERAL1,ERAL1,ERAL1,ERAL1,ERAL1
ERAP1,ERAP1,ERAP1,ERAP1,ERAP1
ERAP2,ERAP2,ERAP2,ERAP2,ERAP2
ERAS,ERAS,ERAS,ERAS,ERAS
ERBB2,ERBB2,ERBB2,ERBB2,ERBB2
ERBB3,ERBB3,ERBB3,ERBB3,ERBB3
ERBB4,ERBB4,ERBB4,ERBB4,ERBB4
ERC1,ERC1,ERC1,ERC1,ERC1
ERC2,ERC2,ERC2,ERC2,ERC2
ERCC1,ERCC1,ERCC1,ERCC1,ERCC1
ERCC2,ERCC2,ERCC2,ERCC2,ERCC2
ERCC3,ERCC3,ERCC3,ERCC3,ERCC3
ERCC5,ERCC5,ERCC5,ERCC5,ERCC5
ERCC6,ERCC6,ERCC6,ERCC6,ERCC6
ERCC6L,ERCC6L,ERCC6L,ERCC6L,ERCC6L
ERCC6L2,ERCC6L2,ERCC6L2,ERCC6L2,ERCC6L2
ERCC8,ERCC8,ERCC8,ERCC8,ERCC8
EREG,EREG,EREG,EREG,EREG
ERF,ERF,ERF,ERF,ERF
ERG,ERG,ERG,ERG,ERG
ERGIC3,ERGIC3,ERGIC3,ERGIC3,ERGIC3
ERH,ERH,ERH,ERH,ERH
ERI1,ERI1,ERI1,ERI1,ERI1
ERI3,ERI3,ERI3,ERI3,ERI3
ERICH1,ERICH1,ERICH1,ERICH1,ERICH1
ERICH2,ERICH2,ERICH2,ERICH2,ERICH2
ERICH3,ERICH3,ERICH3,ERICH3,ERICH3
ERICH5,ERICH5,ERICH5,ERICH5,ERICH5
ERICH6,ERICH6,ERICH6,ERICH6,ERICH6
ERICH6B,ERICH6B,ERICH6B,ERICH6B,ERICH6B
ERLEC1,ERLEC1,ERLEC1,ERLEC1,ERLEC1
ERLIN1,ERLIN1,ERLIN1,ERLIN1,ERLIN1
ERLIN2,ERLIN2,ERLIN2,ERLIN2,ERLIN2
ERMAP,ERMAP,ERMAP,ERMAP,ERMAP
ERMARD,ERMARD,ERMARD,ERMARD,ERMARD
ERMN,ERMN,ERMN,ERMN,ERMN
ERMP1,ERMP1,ERMP1,ERMP1,ERMP1
ERN1,ERN1,ERN1,ERN1,ERN1
ERP27,ERP27,ERP27,ERP27,ERP27
ERP29,ERP29,ERP29,ERP29,ERP29
ERP44,ERP44,ERP44,ERP44,ERP44
ERRFI1,ERRFI1,ERRFI1,ERRFI1,ERRFI1
ERVFRD-1,ERVFRD-1,ERVFRD-1,ERVFRD-1,ERVFRD-1
ERVMER34-1,ERVMER34-1,ERVMER34-1,ERVMER34-1,ERVMER34-1
ESAM,ESAM,ESAM,ESAM,ESAM
ESCO1,ESCO1,ESCO1,ESCO1,ESCO1
ESCO2,ESCO2,ESCO2,ESCO2,ESCO2
ESD,ESD,ESD,ESD,ESD
ESF1,ESF1,ESF1,ESF1,ESF1
ESM1,ESM1,ESM1,ESM1,ESM1
ESPL1,ESPL1,ESPL1,ESPL1,ESPL1
ESPNL,ESPNL,ESPNL,ESPNL,ESPNL
ESR1,ESR1,ESR1,ESR1,ESR1
ESR2,ESR2,ESR2,ESR2,ESR2
ESRP1,ESRP1,ESRP1,ESRP1,ESRP1
ESRRA,ESRRA,ESRRA,ESRRA,ESRRA
ESRRB,ESRRB,ESRRB,ESRRB,ESRRB
ESRRG,ESRRG,ESRRG,ESRRG,ESRRG
ESX1,ESX1,ESX1,ESX1,ESX1
ESYT1,ESYT1,ESYT1,ESYT1,ESYT1
ESYT2,ESYT2,ESYT2,ESYT2,ESYT2
ESYT3,ESYT3,ESYT3,ESYT3,ESYT3
ETAA1,ETAA1,ETAA1,ETAA1,ETAA1
ETF1,ETF1,ETF1,ETF1,ETF1
ETFA,ETFA,ETFA,ETFA,ETFA
ETFB,ETFB,ETFB,ETFB,ETFB
ETFDH,ETFDH,ETFDH,ETFDH,ETFDH
ETHE1,ETHE1,ETHE1,ETHE1,ETHE1
ETNK2,ETNK2,ETNK2,ETNK2,ETNK2
ETNPPL,ETNPPL,ETNPPL,ETNPPL,ETNPPL
ETS1,ETS1,ETS1,ETS1,ETS1
ETS2,ETS2,ETS2,ETS2,ETS2
ETV1,ETV1,ETV1,ETV1,ETV1
ETV2,ETV2,ETV2,ETV2,ETV2
ETV3,ETV3,ETV3,ETV3,ETV3
ETV3L,ETV3L,ETV3L,ETV3L,ETV3L
ETV4,ETV4,ETV4,ETV4,ETV4
ETV5,ETV5,ETV5,ETV5,ETV5
ETV6,ETV6,ETV6,ETV6,ETV6
ETV7,ETV7,ETV7,ETV7,ETV7
EVA1A,EVA1A,EVA1A,EVA1A,EVA1A
EVA1C,EVA1C,EVA1C,EVA1C,EVA1C
EVC,EVC,EVC,EVC,EVC
